tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0443274,movie,Vantage Point,Vantage Point,0,2008,\N,90,"Action,Drama,Thriller",6.6,155577
tt0443272,movie,Lincoln,Lincoln,0,2012,\N,150,"Biography,Drama,History",7.3,277315
tt0442933,movie,Beowulf,Beowulf,0,2007,\N,115,"Action,Adventure,Animation",6.3,176767
tt0441909,movie,Volver,Volver,0,2006,\N,121,"Comedy,Drama",7.6,109651
tt0441773,movie,Kung Fu Panda,Kung Fu Panda,0,2008,\N,92,"Action,Adventure,Animation",7.6,544682
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller",8,668640
tt0439815,movie,Slither,Slither,0,2006,\N,95,"Comedy,Horror,Sci-Fi",6.5,91343
tt0439572,movie,The Flash,The Flash,0,2023,\N,144,"Action,Adventure,Fantasy",6.6,228892
tt0438488,movie,Terminator Salvation,Terminator Salvation,0,2009,\N,115,"Action,Adventure,Sci-Fi",6.5,384141
tt0438097,movie,Ice Age: The Meltdown,Ice Age: The Meltdown,0,2006,\N,91,"Adventure,Animation,Comedy",6.8,305435
tt0437863,movie,The Benchwarmers,The Benchwarmers,0,2006,\N,85,"Comedy,Sport",5.5,56228
tt0437086,movie,Alita: Battle Angel,Alita: Battle Angel,0,2019,\N,122,"Action,Adventure,Sci-Fi",7.3,308510
tt0436697,movie,The Queen,The Queen,0,2006,\N,103,"Biography,Drama",7.3,117327
tt0436339,movie,G-Force,G-Force,0,2009,\N,88,"Action,Adventure,Animation",5.1,51442
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,\N,103,"Adventure,Animation,Comedy",8.3,922675
tt0435705,movie,Next,Next,0,2007,\N,96,"Action,Sci-Fi,Thriller",6.2,169674
tt0435651,movie,The Giver,The Giver,0,2014,\N,97,"Drama,Romance,Sci-Fi",6.4,127841
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi",8.1,1207395
tt0433400,movie,Just Friends,Just Friends,0,2005,\N,96,"Comedy,Romance",6.2,131188
tt0433387,movie,Harsh Times,Harsh Times,0,2005,\N,116,"Action,Crime,Drama",6.8,69488
tt0433383,movie,"Good Night, and Good Luck.","Good Night, and Good Luck.",0,2005,\N,93,"Biography,Drama,History",7.4,102539
tt0433362,movie,Daybreakers,Daybreakers,0,2009,\N,98,"Action,Horror,Sci-Fi",6.4,137451
tt0433035,movie,Real Steel,Real Steel,0,2011,\N,127,"Action,Drama,Sci-Fi",7.1,367851
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy",7.9,282491
tt0432021,movie,Resident Evil: Extinction,Resident Evil: Extinction,0,2007,\N,94,"Action,Horror,Sci-Fi",6.2,209655
tt0431308,movie,P.S. I Love You,P.S. I Love You,0,2007,\N,126,"Comedy,Drama,Romance",7,221536
tt0431197,movie,The Kingdom,The Kingdom,0,2007,\N,110,"Action,Drama,Thriller",7,134613
tt0430922,movie,Role Models,Role Models,0,2008,\N,99,Comedy,6.8,244812
tt0430357,movie,Miami Vice,Miami Vice,0,2006,\N,132,"Action,Crime,Drama",6.1,126707
tt0430308,movie,Get Rich or Die Tryin',Get Rich or Die Tryin',0,2005,\N,117,"Biography,Crime,Drama",5.5,51721
tt0430304,movie,Little Man,Little Man,0,2006,\N,98,"Comedy,Crime",4.5,62197
tt0430105,movie,Four Brothers,Four Brothers,0,2005,\N,109,"Action,Crime,Drama",6.8,163160
tt0429493,movie,The A-Team,The A-Team,0,2010,\N,117,"Action,Adventure,Crime",6.7,272188
tt0428870,movie,A Moment to Remember,Nae meorisokui jiwoogae,0,2004,\N,117,"Drama,Romance",8.1,26269
tt0427944,movie,Thank You for Smoking,Thank You for Smoking,0,2005,\N,92,"Comedy,Drama",7.5,231760
tt0427470,movie,The Lookout,The Lookout,0,2007,\N,99,"Crime,Drama,Thriller",6.9,61091
tt0427327,movie,Hairspray,Hairspray,0,2007,\N,117,"Comedy,Drama,Musical",6.7,141633
tt0427309,movie,The Great Debaters,The Great Debaters,0,2007,\N,126,"Biography,Drama,Romance",7.5,64646
tt0427229,movie,Failure to Launch,Failure to Launch,0,2006,\N,97,"Comedy,Romance",5.7,90851
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,\N,114,Comedy,5.9,112961
tt0426931,movie,August Rush,August Rush,0,2007,\N,114,"Drama,Music",7.4,112548
tt0426883,movie,Alpha Dog,Alpha Dog,0,2006,\N,122,"Biography,Crime,Drama",6.9,109509
tt0426592,movie,Superhero Movie,Superhero Movie,0,2008,\N,75,"Action,Comedy,Sci-Fi",4.7,78844
tt0425413,movie,Run Fatboy Run,Run Fatboy Run,0,2007,\N,100,"Comedy,Romance,Sport",6.5,70347
tt0425333,movie,Pardon,Pardon,0,2005,\N,99,"Comedy,Drama",8.1,23642
tt0425210,movie,Lucky Number Slevin,Lucky Number Slevin,0,2006,\N,110,"Crime,Drama,Thriller",7.7,331011
tt0425123,movie,Just Like Heaven,Just Like Heaven,0,2005,\N,95,"Comedy,Drama,Fantasy",6.7,119780
tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,\N,121,"Action,Comedy,Mystery",7.8,548670
tt0425061,movie,Get Smart,Get Smart,0,2008,\N,110,"Action,Adventure,Comedy",6.5,232344
tt0424993,movie,Employee of the Month,Employee of the Month,0,2006,\N,103,"Comedy,Romance",5.6,51199
tt0424345,movie,Clerks II,Clerks II,0,2006,\N,97,Comedy,7.3,142326
tt0424136,movie,Hard Candy,Hard Candy,0,2005,\N,104,"Drama,Thriller",7,171248
tt0424095,movie,Flushed Away,Flushed Away,0,2006,\N,85,"Action,Adventure,Animation",6.6,143275
tt0423977,movie,Charlie Bartlett,Charlie Bartlett,0,2007,\N,97,"Comedy,Drama,Romance",6.9,67346
tt0423866,movie,3-Iron,Binjip,0,2004,\N,88,"Crime,Drama,Romance",7.9,59600
tt0423294,movie,Surf's Up,Surf's Up,0,2007,\N,85,"Adventure,Animation,Comedy",6.7,95399
tt0422720,movie,Marie Antoinette,Marie Antoinette,0,2006,\N,123,"Biography,Drama,History",6.5,126179
tt0422320,movie,Ghilli,Ghilli,0,2004,\N,160,"Action,Drama,Romance",8.2,18086
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance",7.8,716117
tt0421238,movie,The Proposition,The Proposition,0,2005,\N,104,"Crime,Drama,Western",7.3,56139
tt0421206,movie,Gridiron Gang,Gridiron Gang,0,2006,\N,125,"Biography,Crime,Drama",7.1,82126
tt0421082,movie,Control,Control,0,2007,\N,122,"Biography,Drama,Music",7.6,69904
tt0421073,movie,Street Kings,Street Kings,0,2008,\N,109,"Action,Crime,Thriller",6.8,123140
tt0421054,movie,Domino,Domino,0,2005,\N,127,"Action,Biography,Crime",5.9,70268
tt0420332,movie,Veer-Zaara,Veer-Zaara,0,2004,\N,192,"Drama,Family,Musical",7.8,59357
tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy",7.5,239702
tt0419887,movie,The Kite Runner,The Kite Runner,0,2007,\N,128,Drama,7.6,83490
tt0419706,movie,Doom,Doom,0,2005,\N,105,"Action,Horror,Sci-Fi",5.2,120868
tt0419677,movie,Dead Man's Shoes,Dead Man's Shoes,0,2004,\N,90,"Crime,Drama,Thriller",7.5,60374
tt0418763,movie,Jarhead,Jarhead,0,2005,\N,125,"Biography,Drama,War",7,213869
tt0418689,movie,Flags of Our Fathers,Flags of Our Fathers,0,2006,\N,135,"Action,Adventure,Drama",7.1,131458
tt0418455,movie,Adam's Apples,Adams æbler,0,2005,\N,94,"Comedy,Crime,Drama",7.7,56269
tt0418279,movie,Transformers,Transformers,0,2007,\N,144,"Action,Adventure,Sci-Fi",7.1,692478
tt0417741,movie,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,0,2009,\N,153,"Action,Adventure,Family",7.6,621379
tt0417148,movie,Snakes on a Plane,Snakes on a Plane,0,2006,\N,105,"Action,Adventure,Crime",5.5,146738
tt0416960,movie,The Lizard,Marmoulak,0,2004,\N,115,"Comedy,Drama",8.4,23311
tt0416508,movie,Becoming Jane,Becoming Jane,0,2007,\N,120,"Biography,Drama,Romance",7,66453
tt0416449,movie,300,300,0,2006,\N,117,"Action,Drama",7.6,884859
tt0416320,movie,Match Point,Match Point,0,2005,\N,124,"Drama,Romance,Thriller",7.6,232642
tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008,\N,96,"Action,Adventure,Drama",6.5,105281
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,0,2006,\N,108,"Comedy,Sport",6.6,205834
tt0414993,movie,The Fountain,The Fountain,0,2006,\N,97,"Drama,Mystery,Romance",7.2,252217
tt0414852,movie,District B13,Banlieue 13,0,2004,\N,84,"Action,Crime,Sci-Fi",7.1,75276
tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance",7.8,345923
tt0414055,movie,Elizabeth: The Golden Age,Elizabeth: The Golden Age,0,2007,\N,114,"Biography,Drama,History",6.8,76464
tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007,\N,139,"Action,Adventure,Sci-Fi",6.3,661367
tt0413267,movie,Shrek the Third,Shrek the Third,0,2007,\N,93,"Adventure,Animation,Comedy",6.1,343642
tt0413099,movie,Evan Almighty,Evan Almighty,0,2007,\N,96,"Comedy,Family,Fantasy",5.4,158325
tt0412080,movie,The World's Fastest Indian,The World's Fastest Indian,0,2005,\N,127,"Biography,Drama,Sport",7.8,61100
tt0412019,movie,Broken Flowers,Broken Flowers,0,2005,\N,106,"Comedy,Drama,Mystery",7.1,108292
tt0411477,movie,Hellboy II: The Golden Army,Hellboy II: The Golden Army,0,2008,\N,120,"Action,Adventure,Fantasy",7,292008
tt0411061,movie,88 Minutes,88 Minutes,0,2007,\N,108,"Crime,Drama,Mystery",5.9,79195
tt0410297,movie,The Lake House,The Lake House,0,2006,\N,99,"Drama,Fantasy,Romance",6.8,160709
tt0409847,movie,Cowboys & Aliens,Cowboys & Aliens,0,2011,\N,119,"Action,Drama,Sci-Fi",6,236440
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery",7.6,594654
tt0409182,movie,Poseidon,Poseidon,0,2006,\N,98,"Action,Adventure,Thriller",5.7,112495
tt0408839,movie,The Heartbreak Kid,The Heartbreak Kid,0,2007,\N,116,"Comedy,Romance",5.8,97827
tt0408790,movie,Flightplan,Flightplan,0,2005,\N,98,"Drama,Mystery,Thriller",6.3,175367
tt0408306,movie,Munich,Munich,0,2005,\N,164,"Drama,History,Thriller",7.5,245747
tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,\N,116,"Drama,Horror,Musical",7.3,395700
tt0407887,movie,The Departed,The Departed,0,2006,\N,151,"Crime,Drama,Thriller",8.5,1472216
tt0407304,movie,War of the Worlds,War of the Worlds,0,2005,\N,117,"Action,Adventure,Sci-Fi",6.5,486894
tt0406816,movie,The Guardian,The Guardian,0,2006,\N,139,"Adventure,Drama",6.9,100403
tt0406375,movie,Zathura: A Space Adventure,Zathura: A Space Adventure,0,2005,\N,101,"Action,Adventure,Comedy",6.3,119586
tt0405508,movie,Rang De Basanti,Rang De Basanti,0,2006,\N,167,"Comedy,Crime,Drama",8.1,123896
tt0405422,movie,The 40-Year-Old Virgin,The 40 Year Old Virgin,0,2005,\N,116,"Comedy,Romance",7.1,481689
tt0405325,movie,Sky High,Sky High,0,2005,\N,100,"Action,Comedy,Family",6.3,97175
tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006,\N,100,"Animation,Comedy,Crime",7,119362
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport",8.1,740777
tt0405094,movie,The Lives of Others,Das Leben der Anderen,0,2006,\N,137,"Drama,Mystery,Thriller",8.4,424196
tt0404390,movie,Running Scared,Running Scared,0,2006,\N,122,"Action,Crime,Drama",7.3,104878
tt0404203,movie,Little Children,Little Children,0,2006,\N,137,"Drama,Romance",7.5,119059
tt0404032,movie,The Exorcism of Emily Rose,The Exorcism of Emily Rose,0,2005,\N,119,"Drama,Horror,Thriller",6.7,143820
tt0404030,movie,Everything Is Illuminated,Everything Is Illuminated,0,2005,\N,106,"Comedy,Drama",7.4,60567
tt0403702,movie,Youth in Revolt,Youth in Revolt,0,2009,\N,90,"Comedy,Drama,Romance",6.4,77053
tt0403508,movie,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,0,2005,\N,119,"Comedy,Drama,Romance",6.5,66529
tt0403358,movie,Night Watch,Nochnoy dozor,0,2004,\N,114,"Action,Fantasy,Horror",6.4,56056
tt0402910,movie,Chaos,Chaos,0,2005,\N,106,"Action,Crime,Drama",6.4,59056
tt0402894,movie,Casanova,Casanova,0,2005,\N,112,"Adventure,Comedy,Drama",6.5,57067
tt0402399,movie,The New World,The New World,0,2005,\N,135,"Biography,Drama,History",6.7,91676
tt0402022,movie,Æon Flux,Æon Flux,0,2005,\N,93,"Action,Adventure,Sci-Fi",5.4,134597
tt0401997,movie,Breach,Breach,0,2007,\N,110,"Biography,Crime,Drama",7,62817
tt0401855,movie,Underworld: Evolution,Underworld: Evolution,0,2006,\N,106,"Action,Fantasy,Thriller",6.7,213078
tt0401729,movie,John Carter,John Carter,0,2012,\N,132,"Action,Adventure,Sci-Fi",6.6,291677
tt0401711,movie,"Paris, Je T'aime","Paris, je t'aime",0,2006,\N,120,"Comedy,Drama,Romance",7.2,75298
tt0401445,movie,A Good Year,A Good Year,0,2006,\N,117,"Comedy,Drama,Romance",6.9,103873
tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,"Biography,Drama",8,111441
tt0400717,movie,Open Season,Open Season,0,2006,\N,86,"Adventure,Animation,Comedy",6.1,109177
tt0400497,movie,Herbie Fully Loaded,Herbie: Fully Loaded,0,2005,\N,101,"Adventure,Comedy,Family",4.9,52161
tt0400234,movie,Black Friday,Black Friday,0,2004,\N,143,"Action,Crime,Drama",8.4,22520
tt0399295,movie,Lord of War,Lord of War,0,2005,\N,122,"Crime,Drama",7.6,346287
tt0399201,movie,The Island,The Island,0,2005,\N,136,"Action,Sci-Fi,Thriller",6.8,332917
tt0399146,movie,A History of Violence,A History of Violence,0,2005,\N,96,"Action,Crime,Drama",7.4,261973
tt0398808,movie,Bridge to Terabithia,Bridge to Terabithia,0,2007,\N,96,"Drama,Family,Fantasy",7.2,180147
tt0398712,movie,Assault on Precinct 13,Assault on Precinct 13,0,2005,\N,109,"Action,Crime,Drama",6.3,82958
tt0398375,movie,Rumor Has It...,Rumor Has It...,0,2005,\N,97,"Comedy,Drama,Romance",5.5,63056
tt0398286,movie,Tangled,Tangled,0,2010,\N,100,"Adventure,Animation,Comedy",7.7,514583
tt0398165,movie,The Longest Yard,The Longest Yard,0,2005,\N,113,"Comedy,Crime,Sport",6.4,201617
tt0398017,movie,Derailed,Derailed,0,2005,\N,108,"Crime,Drama,Thriller",6.6,77581
tt0397892,movie,Bolt,Bolt,0,2008,\N,96,"Adventure,Animation,Comedy",6.8,236917
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,\N,145,"Drama,Romance",7.3,165629
tt0397313,movie,Eight Below,Eight Below,0,2006,\N,120,"Adventure,Drama,Family",7.3,69810
tt0397101,movie,The Skeleton Key,The Skeleton Key,0,2005,\N,104,"Drama,Horror,Mystery",6.5,126640
tt0397078,movie,Just My Luck,Just My Luck,0,2006,\N,103,"Comedy,Fantasy,Romance",5.5,63288
tt0396752,movie,Nanny McPhee,Nanny McPhee,0,2005,\N,97,"Comedy,Family,Fantasy",6.6,88124
tt0396555,movie,Meet the Robinsons,Meet the Robinsons,0,2007,\N,95,"Adventure,Animation,Comedy",6.8,115624
tt0396269,movie,Wedding Crashers,Wedding Crashers,0,2005,\N,119,"Comedy,Romance",7,384398
tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,147,"Crime,Drama,Fantasy",7.5,271597
tt0395699,movie,The Pacifier,The Pacifier,0,2005,\N,95,"Action,Comedy,Drama",5.6,103277
tt0395584,movie,The Devil's Rejects,The Devil's Rejects,0,2005,\N,107,"Crime,Drama,Horror",6.7,108202
tt0395169,movie,Hotel Rwanda,Hotel Rwanda,0,2004,\N,121,"Biography,Drama,History",8.1,381474
tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,136,"Biography,Drama,Sport",7.3,178445
tt0393109,movie,Brick,Brick,0,2005,\N,110,"Crime,Drama,Mystery",7.1,111852
tt0391304,movie,A Lot Like Love,A Lot Like Love,0,2005,\N,107,"Comedy,Drama,Romance",6.6,72144
tt0390384,movie,Primer,Primer,0,2004,\N,77,"Drama,Sci-Fi,Thriller",6.7,117079
tt0390022,movie,Friday Night Lights,Friday Night Lights,0,2004,\N,118,"Action,Drama,Sport",7.2,68465
tt0389860,movie,Click,Click,0,2006,\N,107,"Comedy,Drama,Fantasy",6.4,368464
tt0389790,movie,Bee Movie,Bee Movie,0,2007,\N,91,"Adventure,Animation,Comedy",6.1,186227
tt0389557,movie,Black Book,Zwartboek,0,2006,\N,145,"Drama,Thriller,War",7.7,81842
tt0388795,movie,Brokeback Mountain,Brokeback Mountain,0,2005,\N,134,"Drama,Romance",7.7,397632
tt0388482,movie,Transporter 2,Transporter 2,0,2005,\N,87,"Action,Thriller",6.3,219912
tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,2004,\N,99,"Comedy,Family",5.5,61539
tt0388125,movie,In Her Shoes,In Her Shoes,0,2005,\N,130,"Comedy,Drama,Romance",6.5,66202
tt0387898,movie,Caché,Caché,0,2005,\N,117,"Drama,Mystery,Thriller",7.3,87407
tt0387877,movie,The Black Dahlia,The Black Dahlia,0,2006,\N,121,"Crime,Drama,Mystery",5.6,78194
tt0387808,movie,Idiocracy,Idiocracy,0,2006,\N,84,"Adventure,Comedy,Sci-Fi",6.5,196463
tt0387575,movie,Seed of Chucky,Seed of Chucky,0,2004,\N,87,"Comedy,Horror,Thriller",4.9,51928
tt0387131,movie,The Constant Gardener,The Constant Gardener,0,2005,\N,129,"Drama,Mystery,Romance",7.3,151789
tt0386588,movie,Hitch,Hitch,0,2005,\N,118,"Comedy,Romance",6.6,340953
tt0386140,movie,The Legend of Zorro,The Legend of Zorro,0,2005,\N,129,"Action,Adventure,Romance",6,110396
tt0386117,movie,Where the Wild Things Are,Where the Wild Things Are,0,2009,\N,101,"Adventure,Drama,Family",6.7,109986
tt0386032,movie,Sicko,Sicko,0,2007,\N,123,"Documentary,Drama",8,77542
tt0385887,movie,Motherless Brooklyn,Motherless Brooklyn,0,2019,\N,144,"Crime,Drama,Mystery",6.8,64421
tt0385880,movie,Monster House,Monster House,0,2006,\N,91,"Animation,Comedy,Family",6.7,145386
tt0385700,movie,Final Fantasy VII: Advent Children,Fainaru fantajî sebun adobento chirudoren,0,2005,\N,101,"Action,Adventure,Animation",7.1,58814
tt0385307,movie,Miss Congeniality 2: Armed & Fabulous,Miss Congeniality 2: Armed and Fabulous,0,2005,\N,115,"Action,Comedy,Crime",5.2,82035
tt0385267,movie,In Good Company,In Good Company,0,2004,\N,109,"Comedy,Drama,Romance",6.5,57307
tt0385004,movie,House of Flying Daggers,Shi mian mai fu,0,2004,\N,119,"Action,Adventure,Drama",7.5,117620
tt0385002,movie,Green Street Hooligans,Green Street,0,2005,\N,109,"Crime,Drama,Sport",7.4,165540
tt0384793,movie,Accepted,Accepted,0,2006,\N,93,Comedy,6.4,142260
tt0384680,movie,The Weather Man,The Weather Man,0,2005,\N,102,"Comedy,Drama",6.6,84550
tt0384116,movie,G.O.R.A.,G.O.R.A.,0,2004,\N,127,"Adventure,Comedy,Sci-Fi",8,68832
tt0383846,movie,"When I Grow Up, I'll Be a Kangaroo",Kad porastem bicu Kengur,0,2004,\N,92,Comedy,8.4,11868
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,151,"Action,Adventure,Fantasy",7.4,790510
tt0383216,movie,The Pink Panther,The Pink Panther,0,2006,\N,93,"Adventure,Comedy,Crime",5.7,95076
tt0383028,movie,"Synecdoche, New York","Synecdoche, New York",0,2008,\N,124,Drama,7.5,100881
tt0382992,movie,Stealth,Stealth,0,2005,\N,121,"Action,Adventure,Sci-Fi",5.1,57240
tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy",8.1,871855
tt0382628,movie,Dark Water,Dark Water,0,2005,\N,105,"Drama,Horror,Mystery",5.6,66507
tt0381849,movie,3:10 to Yuma,3:10 to Yuma,0,2007,\N,122,"Action,Crime,Drama",7.6,340838
tt0381707,movie,White Chicks,White Chicks,0,2004,\N,109,"Comedy,Crime",5.8,174426
tt0381681,movie,Before Sunset,Before Sunset,0,2004,\N,80,"Drama,Romance",8.1,299033
tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller",8,712696
tt0380510,movie,The Lovely Bones,The Lovely Bones,0,2009,\N,135,"Drama,Fantasy,Thriller",6.6,184494
tt0380389,movie,Goal! The Dream Begins,Goal!,0,2005,\N,118,"Drama,Romance,Sport",6.7,67056
tt0379786,movie,Serenity,Serenity,0,2005,\N,119,"Action,Adventure,Sci-Fi",7.8,309587
tt0379725,movie,Capote,Capote,0,2005,\N,114,"Biography,Crime,Drama",7.3,144206
tt0379217,movie,Coffee and Cigarettes,Coffee and Cigarettes,0,2003,\N,95,"Comedy,Drama,Music",7,68851
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller",8,830768
tt0378109,movie,Into the Blue,Into the Blue,0,2005,\N,110,"Action,Adventure,Crime",5.9,81261
tt0377981,movie,Gnomeo & Juliet,Gnomeo & Juliet,0,2011,\N,84,"Adventure,Animation,Comedy",5.9,61340
tt0377818,movie,The Dukes of Hazzard,The Dukes of Hazzard,0,2005,\N,104,Comedy,5.1,82996
tt0377471,movie,Be Cool,Be Cool,0,2005,\N,118,"Comedy,Crime,Music",5.6,73372
tt0377092,movie,Mean Girls,Mean Girls,0,2004,\N,97,Comedy,7.1,456507
tt0377062,movie,Flight of the Phoenix,Flight of the Phoenix,0,2004,\N,113,"Action,Adventure,Drama",6.1,57617
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,\N,104,"Action,Adventure,Sci-Fi",6.6,556422
tt0376541,movie,Closer,Closer,0,2004,\N,104,"Drama,Romance",7.2,242762
tt0376136,movie,The Rum Diary,The Rum Diary,0,2011,\N,119,"Comedy,Drama",6.1,108992
tt0376127,movie,Anniyan,Anniyan,0,2005,\N,181,"Action,Crime,Drama",8.3,22873
tt0376076,movie,Pithamagan,Pithamagan,0,2003,\N,139,"Action,Crime,Drama",8.3,7870
tt0375912,movie,Layer Cake,Layer Cake,0,2004,\N,105,"Crime,Drama,Thriller",7.2,201281
tt0375679,movie,Crash,Crash,0,2004,\N,112,"Crime,Drama,Thriller",7.7,453918
tt0375611,movie,Black,Black,0,2005,\N,122,Drama,8.1,36792
tt0375210,movie,White Noise,White Noise,0,2005,\N,101,"Drama,Horror,Mystery",5.5,51574
tt0375173,movie,Alfie,Alfie,0,2004,\N,103,"Comedy,Drama,Romance",6.2,55677
tt0375154,movie,Tristan + Isolde,Tristan + Isolde,0,2006,\N,125,"Action,Drama,Romance",6.8,54922
tt0375063,movie,Sideways,Sideways,0,2004,\N,127,"Comedy,Drama,Romance",7.5,209707
tt0374900,movie,Napoleon Dynamite,Napoleon Dynamite,0,2004,\N,96,Comedy,7,245233
tt0374887,movie,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,0,2003,\N,156,"Comedy,Drama",8.1,91225
tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom yeoreum gaeul gyeoul geurigo bom,0,2003,\N,103,"Drama,Romance",8,88455
tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,"Comedy,Fantasy,Romance",4.8,76682
tt0374102,movie,Open Water,Open Water,0,2003,\N,79,"Adventure,Drama,Horror",5.8,57648
tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,"Action,Adventure,Family",7.5,659630
tt0373469,movie,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,0,2005,\N,103,"Comedy,Crime,Mystery",7.5,241808
tt0373074,movie,Kung Fu Hustle,Kung Fu Hustle,0,2004,\N,99,"Action,Comedy,Fantasy",7.7,155655
tt0373051,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,\N,93,"Action,Adventure,Family",5.8,135264
tt0372824,movie,The Chorus,Les choristes,0,2004,\N,97,"Drama,Music",7.8,69008
tt0372784,movie,Batman Begins,Batman Begins,0,2005,\N,140,"Action,Drama",8.2,1630919
tt0372588,movie,Team America: World Police,Team America: World Police,0,2004,\N,98,"Action,Comedy",7.2,181553
tt0372532,movie,The Wedding Date,The Wedding Date,0,2005,\N,90,"Comedy,Romance",6.1,57473
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,108,"Action,Thriller",7.7,497387
tt0371746,movie,Iron Man,Iron Man,0,2008,\N,126,"Action,Adventure,Sci-Fi",7.9,1161072
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,\N,109,"Adventure,Comedy,Sci-Fi",6.7,211744
tt0371606,movie,Chicken Little,Chicken Little,0,2005,\N,81,"Adventure,Animation,Comedy",5.7,104051
tt0371257,movie,Stay,Stay,0,2005,\N,99,"Drama,Mystery,Thriller",6.7,88779
tt0371246,movie,Spanglish,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance",6.4,90125
tt0370986,movie,Mysterious Skin,Mysterious Skin,0,2004,\N,105,Drama,7.6,79389
tt0370263,movie,Alien vs. Predator,AVP: Alien vs. Predator,0,2004,\N,101,"Action,Adventure,Horror",5.7,221858
tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,\N,88,"Action,Sci-Fi",4.4,85008
tt0369735,movie,Monster-in-Law,Monster-in-Law,0,2005,\N,101,"Comedy,Romance",5.6,67007
tt0369702,movie,The Sea Inside,Mar adentro,0,2004,\N,126,"Biography,Drama",8,86615
tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi",6.9,696821
tt0369441,movie,Fun with Dick and Jane,Fun with Dick and Jane,0,2005,\N,90,"Comedy,Crime",6.2,157695
tt0369436,movie,Four Christmases,Four Christmases,0,2008,\N,88,"Comedy,Drama,Romance",5.7,84592
tt0369339,movie,Collateral,Collateral,0,2004,\N,120,"Action,Crime,Drama",7.5,445357
tt0368933,movie,The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,0,2004,\N,113,"Comedy,Family,Romance",5.9,92536
tt0368909,movie,Ong-Bak: The Thai Warrior,Ong-Bak,0,2003,\N,105,"Action,Crime,Thriller",7.1,79516
tt0368891,movie,National Treasure,National Treasure,0,2004,\N,131,"Action,Adventure,Mystery",6.9,364941
tt0368794,movie,I'm Not There,I'm Not There,0,2007,\N,135,"Biography,Drama,Music",6.8,62337
tt0368709,movie,Elizabethtown,Elizabethtown,0,2005,\N,123,"Comedy,Drama,Romance",6.3,73821
